

 --------- beginning of events

01-01 05:30:05.479   410   410 I snet_event_log: [121035042,-1,]
01-01 05:30:03.596   366   366 I auditd  : type=1400 audit(0.0:7): avc: denied { execute_no_trans } for comm="initfastrvc" path="/vendor/bin/sh" dev="dm-10" ino=515447 scontext=u:r:kernel:s0 tcontext=u:object_r:vendor_shell_exec:s0 tclass=file permissive=1
01-01 05:30:03.596   366   366 I auditd  : type=1400 audit(0.0:8): avc: denied { map } for comm="sh" path="/vendor/bin/sh" dev="dm-10" ino=515447 scontext=u:r:kernel:s0 tcontext=u:object_r:vendor_shell_exec:s0 tclass=file permissive=1
01-01 05:30:03.596   366   366 I auditd  : type=1400 audit(0.0:9): avc: denied { getattr } for comm="sh" path="/vendor/bin/sh" dev="dm-10" ino=515447 scontext=u:r:kernel:s0 tcontext=u:object_r:vendor_shell_exec:s0 tclass=file permissive=1
01-01 05:30:03.632   366   366 I auditd  : type=1400 audit(0.0:10): avc: denied { getattr } for comm="sh" path="/vendor/bin/toybox_vendor" dev="dm-10" ino=553797 scontext=u:r:kernel:s0 tcontext=u:object_r:vendor_toolbox_exec:s0 tclass=file permissive=1
01-01 05:30:05.456   407   407 I auditd  : type=1400 audit(0.0:35): avc: denied { search } for comm="pidof" name="328" dev="proc" ino=422 scontext=u:r:kernel:s0 tcontext=u:r:ueventd:s0 tclass=dir permissive=1
01-01 05:30:05.456   407   407 I auditd  : type=1400 audit(0.0:36): avc: denied { search } for comm="pidof" name="408" dev="proc" ino=25039 scontext=u:r:kernel:s0 tcontext=u:r:logd:s0 tclass=dir permissive=1
01-01 05:30:05.456   407   407 I auditd  : type=1400 audit(0.0:37): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=27285 scontext=u:r:kernel:s0 tcontext=u:r:logd:s0 tclass=file permissive=1
01-01 05:30:05.456   407   407 I auditd  : type=1400 audit(0.0:38): avc: denied { open } for comm="pidof" path="/proc/408/cmdline" dev="proc" ino=27285 scontext=u:r:kernel:s0 tcontext=u:r:logd:s0 tclass=file permissive=1
01-01 05:30:05.460   407   407 I auditd  : type=1400 audit(0.0:39): avc: denied { search } for comm="pidof" name="409" dev="proc" ino=27282 scontext=u:r:kernel:s0 tcontext=u:r:lmkd:s0 tclass=dir permissive=1
01-01 05:30:05.460   407   407 I auditd  : type=1400 audit(0.0:40): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=27286 scontext=u:r:kernel:s0 tcontext=u:r:lmkd:s0 tclass=file permissive=1
01-01 05:30:05.460   407   407 I auditd  : type=1400 audit(0.0:41): avc: denied { open } for comm="pidof" path="/proc/409/cmdline" dev="proc" ino=27286 scontext=u:r:kernel:s0 tcontext=u:r:lmkd:s0 tclass=file permissive=1
01-01 05:30:05.460   407   407 I auditd  : type=1400 audit(0.0:42): avc: denied { search } for comm="pidof" name="410" dev="proc" ino=14335 scontext=u:r:kernel:s0 tcontext=u:r:servicemanager:s0 tclass=dir permissive=1
01-01 05:30:05.460   407   407 I auditd  : type=1400 audit(0.0:43): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=27287 scontext=u:r:kernel:s0 tcontext=u:r:servicemanager:s0 tclass=file permissive=1
01-01 05:30:05.460   407   407 I auditd  : type=1400 audit(0.0:44): avc: denied { open } for comm="pidof" path="/proc/410/cmdline" dev="proc" ino=27287 scontext=u:r:kernel:s0 tcontext=u:r:servicemanager:s0 tclass=file permissive=1
01-01 05:30:05.544   422   422 I auditd  : type=1400 audit(0.0:76): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=27022 scontext=u:r:kernel:s0 tcontext=u:r:ueventd:s0 tclass=file permissive=1
01-01 05:30:05.544   422   422 I auditd  : type=1400 audit(0.0:77): avc: denied { open } for comm="pidof" path="/proc/328/cmdline" dev="proc" ino=27022 scontext=u:r:kernel:s0 tcontext=u:r:ueventd:s0 tclass=file permissive=1
01-01 05:30:05.604   424   424 I auditd  : type=1400 audit(0.0:78): avc: denied { search } for comm="pidof" name="423" dev="proc" ino=25852 scontext=u:r:kernel:s0 tcontext=u:r:carwatchdogd:s0 tclass=dir permissive=1
01-01 05:30:05.604   424   424 I auditd  : type=1400 audit(0.0:79): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=25854 scontext=u:r:kernel:s0 tcontext=u:r:carwatchdogd:s0 tclass=file permissive=1
01-01 05:30:05.604   424   424 I auditd  : type=1400 audit(0.0:80): avc: denied { open } for comm="pidof" path="/proc/423/cmdline" dev="proc" ino=25854 scontext=u:r:kernel:s0 tcontext=u:r:carwatchdogd:s0 tclass=file permissive=1
01-01 05:30:05.676   428   428 I auditd  : type=1400 audit(0.0:81): avc: denied { search } for comm="pidof" name="412" dev="proc" ino=648 scontext=u:r:kernel:s0 tcontext=u:r:vndservicemanager:s0 tclass=dir permissive=1
01-01 05:30:05.676   428   428 I auditd  : type=1400 audit(0.0:82): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=25827 scontext=u:r:kernel:s0 tcontext=u:r:vndservicemanager:s0 tclass=file permissive=1
01-01 05:30:05.676   428   428 I auditd  : type=1400 audit(0.0:83): avc: denied { open } for comm="pidof" path="/proc/412/cmdline" dev="proc" ino=25827 scontext=u:r:kernel:s0 tcontext=u:r:vndservicemanager:s0 tclass=file permissive=1
01-01 05:30:05.676   428   428 I auditd  : type=1400 audit(0.0:84): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=25854 scontext=u:r:kernel:s0 tcontext=u:r:carwatchdogd:s0 tclass=file permissive=1
01-01 05:30:05.676   428   428 I auditd  : type=1400 audit(0.0:85): avc: denied { open } for comm="pidof" path="/proc/423/cmdline" dev="proc" ino=25854 scontext=u:r:kernel:s0 tcontext=u:r:carwatchdogd:s0 tclass=file permissive=1
01-01 05:30:05.676   428   428 I auditd  : type=1400 audit(0.0:86): avc: denied { search } for comm="pidof" name="427" dev="proc" ino=10641 scontext=u:r:kernel:s0 tcontext=u:r:vold:s0 tclass=dir permissive=1
01-01 05:30:05.676   428   428 I auditd  : type=1400 audit(0.0:87): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=10643 scontext=u:r:kernel:s0 tcontext=u:r:vold:s0 tclass=file permissive=1
01-01 05:30:05.676   428   428 I auditd  : type=1400 audit(0.0:88): avc: denied { open } for comm="pidof" path="/proc/427/cmdline" dev="proc" ino=10643 scontext=u:r:kernel:s0 tcontext=u:r:vold:s0 tclass=file permissive=1
01-01 05:30:05.676   428   428 I auditd  : type=1400 audit(0.0:89): avc: denied { search } for comm="pidof" name="432" dev="proc" ino=672 scontext=u:r:kernel:s0 tcontext=u:r:fsck:s0 tclass=dir permissive=1
01-01 05:30:05.676   428   428 I auditd  : type=1400 audit(0.0:90): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=10669 scontext=u:r:kernel:s0 tcontext=u:r:fsck:s0 tclass=file permissive=1
01-01 05:30:05.676   428   428 I auditd  : type=1400 audit(0.0:91): avc: denied { open } for comm="pidof" path="/proc/432/cmdline" dev="proc" ino=10669 scontext=u:r:kernel:s0 tcontext=u:r:fsck:s0 tclass=file permissive=1
01-01 05:30:05.796   433   433 I auditd  : type=1400 audit(0.0:92): avc: denied { search } for comm="pidof" name="423" dev="proc" ino=25852 scontext=u:r:kernel:s0 tcontext=u:r:carwatchdogd:s0 tclass=dir permissive=1
01-01 05:30:05.796   433   433 I auditd  : type=1400 audit(0.0:93): avc: denied { search } for comm="pidof" name="427" dev="proc" ino=10641 scontext=u:r:kernel:s0 tcontext=u:r:vold:s0 tclass=dir permissive=1
01-01 05:30:05.864   448   448 I auditd  : type=1400 audit(0.0:94): avc: denied { search } for comm="pidof" name="447" dev="proc" ino=706 scontext=u:r:kernel:s0 tcontext=u:r:fsck:s0 tclass=dir permissive=1
01-01 05:30:06.212   474   474 I auditd  : type=1400 audit(0.0:95): avc: denied { search } for comm="pidof" name="328" dev="proc" ino=422 scontext=u:r:kernel:s0 tcontext=u:r:ueventd:s0 tclass=dir permissive=1
01-01 05:30:06.640   508   508 I auditd  : type=1400 audit(0.0:96): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=27021 scontext=u:r:kernel:s0 tcontext=u:r:vendor_init:s0 tclass=file permissive=1
01-01 05:30:06.640   508   508 I auditd  : type=1400 audit(0.0:97): avc: denied { open } for comm="pidof" path="/proc/326/cmdline" dev="proc" ino=27021 scontext=u:r:kernel:s0 tcontext=u:r:vendor_init:s0 tclass=file permissive=1
01-01 05:30:06.640   508   508 I auditd  : type=1400 audit(0.0:98): avc: denied { search } for comm="pidof" name="333" dev="proc" ino=24961 scontext=u:r:kernel:s0 tcontext=u:r:init_insmod_sh:s0 tclass=dir permissive=1
01-01 05:30:06.640   508   508 I auditd  : type=1400 audit(0.0:99): avc: denied { search } for comm="pidof" name="408" dev="proc" ino=25039 scontext=u:r:kernel:s0 tcontext=u:r:logd:s0 tclass=dir permissive=1
01-01 05:30:06.776   516   516 I auditd  : type=1400 audit(0.0:100): avc: denied { search } for comm="pidof" name="409" dev="proc" ino=27282 scontext=u:r:kernel:s0 tcontext=u:r:lmkd:s0 tclass=dir permissive=1
01-01 05:30:06.844   519   519 I auditd  : type=1400 audit(0.0:101): avc: denied { search } for comm="pidof" name="410" dev="proc" ino=14335 scontext=u:r:kernel:s0 tcontext=u:r:servicemanager:s0 tclass=dir permissive=1
01-01 05:30:06.844   519   519 I auditd  : type=1400 audit(0.0:102): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=27287 scontext=u:r:kernel:s0 tcontext=u:r:servicemanager:s0 tclass=file permissive=1
01-01 05:30:06.844   519   519 I auditd  : type=1400 audit(0.0:103): avc: denied { open } for comm="pidof" path="/proc/410/cmdline" dev="proc" ino=27287 scontext=u:r:kernel:s0 tcontext=u:r:servicemanager:s0 tclass=file permissive=1
01-01 05:30:06.844   519   519 I auditd  : type=1400 audit(0.0:104): avc: denied { search } for comm="pidof" name="411" dev="proc" ino=27283 scontext=u:r:kernel:s0 tcontext=u:r:hwservicemanager:s0 tclass=dir permissive=1
01-01 05:30:06.844   519   519 I auditd  : type=1400 audit(0.0:105): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=27288 scontext=u:r:kernel:s0 tcontext=u:r:hwservicemanager:s0 tclass=file permissive=1
01-01 05:30:06.844   519   519 I auditd  : type=1400 audit(0.0:106): avc: denied { open } for comm="pidof" path="/proc/411/cmdline" dev="proc" ino=27288 scontext=u:r:kernel:s0 tcontext=u:r:hwservicemanager:s0 tclass=file permissive=1
01-01 05:30:06.880   521   521 I auditd  : type=1400 audit(0.0:107): avc: denied { getattr } for comm="sh" path="/vendor/bin/toybox_vendor" dev="dm-10" ino=553797 scontext=u:r:kernel:s0 tcontext=u:object_r:vendor_toolbox_exec:s0 tclass=file permissive=1
01-01 05:30:06.880   521   521 I auditd  : type=1400 audit(0.0:108): avc: denied { execute } for comm="sh" name="toybox_vendor" dev="dm-10" ino=553797 scontext=u:r:kernel:s0 tcontext=u:object_r:vendor_toolbox_exec:s0 tclass=file permissive=1
01-01 05:30:06.880   521   521 I auditd  : type=1400 audit(0.0:109): avc: denied { read open } for comm="sh" path="/vendor/bin/toybox_vendor" dev="dm-10" ino=553797 scontext=u:r:kernel:s0 tcontext=u:object_r:vendor_toolbox_exec:s0 tclass=file permissive=1
01-01 05:30:06.880   521   521 I auditd  : type=1400 audit(0.0:110): avc: denied { execute_no_trans } for comm="sh" path="/vendor/bin/toybox_vendor" dev="dm-10" ino=553797 scontext=u:r:kernel:s0 tcontext=u:object_r:vendor_toolbox_exec:s0 tclass=file permissive=1
01-01 05:30:06.880   521   521 I auditd  : type=1400 audit(0.0:111): avc: denied { map } for comm="pidof" path="/vendor/bin/toybox_vendor" dev="dm-10" ino=553797 scontext=u:r:kernel:s0 tcontext=u:object_r:vendor_toolbox_exec:s0 tclass=file permissive=1
01-01 05:30:06.912   521   521 I auditd  : type=1400 audit(0.0:112): avc: denied { search } for comm="pidof" name="326" dev="proc" ino=12964 scontext=u:r:kernel:s0 tcontext=u:r:vendor_init:s0 tclass=dir permissive=1
01-01 05:30:06.912   521   521 I auditd  : type=1400 audit(0.0:113): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=27286 scontext=u:r:kernel:s0 tcontext=u:r:lmkd:s0 tclass=file permissive=1
01-01 05:30:06.912   521   521 I auditd  : type=1400 audit(0.0:114): avc: denied { open } for comm="pidof" path="/proc/409/cmdline" dev="proc" ino=27286 scontext=u:r:kernel:s0 tcontext=u:r:lmkd:s0 tclass=file permissive=1
01-01 05:30:07.112   524   524 I auditd  : type=1400 audit(0.0:115): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=27285 scontext=u:r:kernel:s0 tcontext=u:r:logd:s0 tclass=file permissive=1
01-01 05:30:07.112   524   524 I auditd  : type=1400 audit(0.0:116): avc: denied { open } for comm="pidof" path="/proc/408/cmdline" dev="proc" ino=27285 scontext=u:r:kernel:s0 tcontext=u:r:logd:s0 tclass=file permissive=1
01-01 05:30:07.112   524   524 I auditd  : type=1400 audit(0.0:117): avc: denied { search } for comm="pidof" name="525" dev="proc" ino=30823 scontext=u:r:kernel:s0 tcontext=u:r:recovery_refresh:s0 tclass=dir permissive=1
01-01 05:30:07.112   524   524 I auditd  : type=1400 audit(0.0:118): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=28068 scontext=u:r:kernel:s0 tcontext=u:r:recovery_refresh:s0 tclass=file permissive=1
01-01 05:30:07.112   524   524 I auditd  : type=1400 audit(0.0:119): avc: denied { open } for comm="pidof" path="/proc/525/cmdline" dev="proc" ino=28068 scontext=u:r:kernel:s0 tcontext=u:r:recovery_refresh:s0 tclass=file permissive=1
01-01 05:30:07.112   524   524 I auditd  : type=1400 audit(0.0:120): avc: denied { search } for comm="pidof" name="526" dev="proc" ino=27446 scontext=u:r:kernel:s0 tcontext=u:r:vstRvcService:s0 tclass=dir permissive=1
01-01 05:30:07.112   524   524 I auditd  : type=1400 audit(0.0:121): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=28069 scontext=u:r:kernel:s0 tcontext=u:r:vstRvcService:s0 tclass=file permissive=1
01-01 05:30:07.112   524   524 I auditd  : type=1400 audit(0.0:122): avc: denied { open } for comm="pidof" path="/proc/526/cmdline" dev="proc" ino=28069 scontext=u:r:kernel:s0 tcontext=u:r:vstRvcService:s0 tclass=file permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:123): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=27022 scontext=u:r:kernel:s0 tcontext=u:r:ueventd:s0 tclass=file permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:124): avc: denied { open } for comm="pidof" path="/proc/328/cmdline" dev="proc" ino=27022 scontext=u:r:kernel:s0 tcontext=u:r:ueventd:s0 tclass=file permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:125): avc: denied { search } for comm="pidof" name="412" dev="proc" ino=648 scontext=u:r:kernel:s0 tcontext=u:r:vndservicemanager:s0 tclass=dir permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:126): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=25827 scontext=u:r:kernel:s0 tcontext=u:r:vndservicemanager:s0 tclass=file permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:127): avc: denied { open } for comm="pidof" path="/proc/412/cmdline" dev="proc" ino=25827 scontext=u:r:kernel:s0 tcontext=u:r:vndservicemanager:s0 tclass=file permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:128): avc: denied { search } for comm="pidof" name="423" dev="proc" ino=25852 scontext=u:r:kernel:s0 tcontext=u:r:carwatchdogd:s0 tclass=dir permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:129): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=25854 scontext=u:r:kernel:s0 tcontext=u:r:carwatchdogd:s0 tclass=file permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:130): avc: denied { open } for comm="pidof" path="/proc/423/cmdline" dev="proc" ino=25854 scontext=u:r:kernel:s0 tcontext=u:r:carwatchdogd:s0 tclass=file permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:131): avc: denied { search } for comm="pidof" name="427" dev="proc" ino=10641 scontext=u:r:kernel:s0 tcontext=u:r:vold:s0 tclass=dir permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:132): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=10643 scontext=u:r:kernel:s0 tcontext=u:r:vold:s0 tclass=file permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:133): avc: denied { open } for comm="pidof" path="/proc/427/cmdline" dev="proc" ino=10643 scontext=u:r:kernel:s0 tcontext=u:r:vold:s0 tclass=file permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:134): avc: denied { search } for comm="pidof" name="525" dev="proc" ino=30823 scontext=u:r:kernel:s0 tcontext=u:r:recovery_refresh:s0 tclass=dir permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:135): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=28068 scontext=u:r:kernel:s0 tcontext=u:r:recovery_refresh:s0 tclass=file permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:136): avc: denied { open } for comm="pidof" path="/proc/525/cmdline" dev="proc" ino=28068 scontext=u:r:kernel:s0 tcontext=u:r:recovery_refresh:s0 tclass=file permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:137): avc: denied { search } for comm="pidof" name="526" dev="proc" ino=27446 scontext=u:r:kernel:s0 tcontext=u:r:vstRvcService:s0 tclass=dir permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:138): avc: denied { read } for comm="pidof" name="cmdline" dev="proc" ino=28069 scontext=u:r:kernel:s0 tcontext=u:r:vstRvcService:s0 tclass=file permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:139): avc: denied { open } for comm="pidof" path="/proc/526/cmdline" dev="proc" ino=28069 scontext=u:r:kernel:s0 tcontext=u:r:vstRvcService:s0 tclass=file permissive=1
01-01 05:30:07.192   531   531 I auditd  : type=1400 audit(0.0:140): avc: denied { search } for comm="pidof" name="527" dev="proc" ino=28066 scontext=u:r:kernel:s0 tcontext=u:r:wmt_loader:s0 tclass=dir permissive=1
